payment_id,transaction_timestamp,merchant_id,customer_id,amount,currency,processing_fee,payment_method,card_type,card_network,issuer_country,billing_country,ip_country,device_type,device_id,is_new_device,is_new_customer,is_cross_border,country_mismatch_flag,velocity_1h,authentication_used,authentication_result,risk_score,decision,authorisation_status,decline_reason,confirmed_fraud,refund_status
P0038593,2025-12-23 12:14:55,M00052,C001495,64.58,USD,1.1,Digital Wallet,Credit,Visa,DE,DE,DE,Desktop,DEV001495,0,0,1,0,1,0,Not Attempted,29,Approve,Approved,Not Applicable,0,Not Refunded
P0010720,2025-12-23 12:14:58,M00065,C007090,114.63,EUR,1.8,Digital Wallet,Debit,Visa,CA,CA,CA,Desktop,NEWDEV226950,1,1,1,0,1,1,Successful,47,Approve,Declined,Issuer Decline,0,Not Refunded
P0018990,2025-12-23 12:20:50,M00049,C002353,866.84,CAD,12.34,Bank Transfer,Not Applicable,Not Applicable,IT,IT,IT,Mobile,NEWDEV429763,1,1,1,0,1,0,Not Attempted,58,Approve,Declined,Issuer Decline,0,Not Refunded
P0034161,2025-12-23 12:23:34,M00087,C008330,28.5,CAD,0.6,Card,Credit,Visa,AU,AU,AU,Mobile,DEV008330,0,0,1,0,1,1,Successful,29,Approve,Approved,Not Applicable,0,Not Refunded
P0029306,2025-12-23 12:37:36,M00082,C003182,47.74,EUR,0.87,Digital Wallet,Debit,Visa,ES,ES,ES,Mobile,DEV003182,0,0,1,0,1,1,Successful,26,Approve,Approved,Not Applicable,0,Not Refunded
P0046418,2025-12-23 12:42:17,M00083,C004633,22.49,EUR,0.51,Card,Credit,Visa,DE,DE,DE,Desktop,DEV004633,0,0,0,0,1,0,Not Attempted,8,Approve,Approved,Not Applicable,0,Fully Refunded
P0007665,2025-12-23 12:56:37,M00048,C003422,17.94,USD,0.45,Card,Debit,Visa,US,US,US,Desktop,DEV003422,0,0,0,0,1,0,Not Attempted,22,Approve,Approved,Not Applicable,0,Not Refunded
P0037866,2025-12-23 13:04:26,M00028,C007849,47.97,AUD,0.87,Card,Debit,Mastercard,CA,CA,CA,Desktop,DEV007849,0,0,1,0,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0007914,2025-12-23 13:09:37,M00037,C003422,28.34,EUR,0.6,Card,Credit,Visa,US,US,US,Mobile,DEV003422,0,0,1,0,2,0,Not Attempted,15,Approve,Approved,Not Applicable,0,Not Refunded
P0037237,2025-12-23 13:13:08,M00053,C005030,19.03,EUR,0.47,Card,Debit,Visa,AU,AU,AU,Desktop,DEV005030,0,0,1,0,1,1,Successful,47,Approve,Approved,Not Applicable,0,Not Refunded
P0005281,2025-12-23 13:14:19,M00070,C008012,120.16,USD,1.88,Card,Credit,Visa,NL,NL,NL,Mobile,NEWDEV039815,1,1,1,0,1,1,Failed,52,Approve,Declined,Authentication Failed,0,Not Refunded
P0030839,2025-12-23 13:16:00,M00055,C002724,19.46,GBP,0.47,Card,Debit,Mastercard,AU,AU,US,Desktop,DEV002724,0,0,1,1,1,1,Successful,41,Approve,Declined,Insufficient Funds,0,Not Refunded
P0005096,2025-12-23 13:21:29,M00071,C003079,19.55,EUR,0.47,Card,Debit,Visa,AU,AU,NL,Mobile,DEV003079,0,0,1,1,1,0,Not Attempted,28,Approve,Approved,Not Applicable,0,Not Refunded
P0000289,2025-12-23 13:21:35,M00017,C004161,14.85,AUD,0.41,Card,Debit,Amex,NL,NL,NL,Mobile,DEV004161,0,1,1,0,1,1,Successful,41,Approve,Approved,Not Applicable,0,Not Refunded
P0037234,2025-12-23 13:28:03,M00071,C001292,103.11,EUR,1.64,Card,Debit,Mastercard,NL,NL,NL,Mobile,DEV001292,0,0,1,0,1,1,Successful,10,Approve,Approved,Not Applicable,0,Not Refunded
P0035501,2025-12-23 13:32:19,M00062,C003856,34.58,AUD,0.68,Digital Wallet,Credit,Visa,GB,GB,GB,Mobile,DEV003856,0,0,1,0,1,1,Successful,38,Approve,Approved,Not Applicable,0,Not Refunded
P0003056,2025-12-23 13:34:34,M00055,C008245,21.55,GBP,0.5,Digital Wallet,Debit,Visa,DE,DE,DE,Mobile,DEV008245,0,0,1,0,1,0,Not Attempted,6,Approve,Approved,Not Applicable,0,Not Refunded
P0010482,2025-12-23 13:43:34,M00062,C007888,11.87,AUD,0.37,Card,Debit,Visa,IE,DE,DE,Mobile,NEWDEV638693,1,1,1,1,1,1,Successful,83,Block,Declined,Risk Block,0,Not Refunded
P0006247,2025-12-23 13:44:42,M00081,C000967,17.62,CAD,0.45,Card,Credit,Mastercard,US,US,US,Tablet,DEV000967,0,0,1,0,1,1,Successful,20,Approve,Approved,Not Applicable,0,Not Refunded
P0039809,2025-12-23 13:57:56,M00028,C008067,29.5,AUD,0.61,Digital Wallet,Debit,Visa,IE,IE,IE,Mobile,DEV008067,0,0,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0039528,2025-12-23 14:09:47,M00062,C004862,54.05,AUD,0.96,Card,Debit,Mastercard,NL,NL,NL,Mobile,DEV004862,0,1,1,0,1,1,Successful,41,Approve,Approved,Not Applicable,0,Not Refunded
P0019809,2025-12-23 14:17:57,M00094,C009386,64.75,GBP,1.11,Digital Wallet,Debit,Visa,ES,ES,ES,Mobile,DEV009386,0,0,1,0,1,1,Successful,36,Approve,Declined,Issuer Decline,0,Not Refunded
P0038035,2025-12-23 14:22:32,M00028,C008126,40.95,AUD,0.77,Card,Debit,Visa,ES,ES,ES,Mobile,DEV008126,0,0,1,0,1,1,Successful,25,Approve,Declined,Insufficient Funds,0,Not Refunded
P0041763,2025-12-23 14:26:05,M00003,C005138,15.49,CAD,0.42,Card,Credit,Mastercard,ES,ES,ES,Mobile,DEV005138,0,1,1,0,1,0,Not Attempted,29,Approve,Approved,Not Applicable,0,Not Refunded
P0048479,2025-12-23 14:26:47,M00048,C003636,39.62,USD,0.75,Card,Debit,Mastercard,GB,GB,GB,Desktop,NEWDEV983751,1,0,1,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0008824,2025-12-23 14:31:28,M00048,C002588,44.21,USD,0.82,Card,Debit,Visa,GB,GB,GB,Mobile,DEV002588,0,0,1,0,1,1,Successful,27,Approve,Approved,Not Applicable,0,Not Refunded
P0028051,2025-12-23 14:35:29,M00097,C005121,16.73,AUD,0.43,Card,Debit,Mastercard,DE,DE,DE,Tablet,DEV005121,0,0,1,0,1,0,Not Attempted,18,Approve,Approved,Not Applicable,0,Not Refunded
P0025122,2025-12-23 14:41:44,M00071,C004008,86.9,EUR,1.42,Card,Credit,Mastercard,GB,GB,GB,Desktop,NEWDEV659343,1,1,1,0,1,1,Successful,43,Approve,Approved,Not Applicable,0,Not Refunded
P0045598,2025-12-23 14:47:37,M00047,C005291,91.16,EUR,1.48,Card,Credit,Visa,IE,IE,NL,Tablet,DEV005291,0,1,1,1,1,1,Successful,41,Approve,Declined,Issuer Decline,0,Not Refunded
P0020043,2025-12-23 14:57:57,M00030,C009386,85.3,EUR,1.39,Card,Credit,Mastercard,ES,ES,NL,Desktop,NEWDEV076108,1,0,1,1,2,1,Successful,46,Approve,Approved,Not Applicable,0,Not Refunded
P0031154,2025-12-23 15:15:21,M00032,C003009,130.88,GBP,2.03,Card,Debit,Mastercard,IT,IT,IT,Mobile,DEV003009,0,0,1,0,1,0,Not Attempted,21,Approve,Approved,Not Applicable,0,Not Refunded
P0001683,2025-12-23 15:16:09,M00028,C004164,47.28,AUD,0.86,Card,Debit,Visa,IT,IT,IE,Desktop,NEWDEV163730,1,1,1,1,1,1,Successful,73,Review,Approved,Not Applicable,0,Not Refunded
P0034366,2025-12-23 15:33:03,M00048,C009847,58.32,USD,1.02,Bank Transfer,Not Applicable,Not Applicable,US,US,US,Mobile,DEV009847,0,0,0,0,1,0,Not Attempted,22,Approve,Approved,Not Applicable,0,Not Refunded
P0024634,2025-12-23 15:46:09,M00085,C008337,51.47,AUD,0.92,Digital Wallet,Debit,Mastercard,DE,DE,IT,Mobile,DEV008337,0,0,1,1,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0000848,2025-12-23 15:51:19,M00060,C005380,148.85,EUR,2.28,Card,Credit,Visa,DE,DE,DE,Desktop,DEV005380,0,0,1,0,1,1,Successful,8,Approve,Declined,Issuer Decline,0,Not Refunded
P0040261,2025-12-23 15:59:36,M00092,C007357,41.6,CAD,0.78,Card,Debit,Visa,ES,ES,ES,Tablet,DEV007357,0,0,1,0,1,1,Successful,17,Approve,Declined,Insufficient Funds,0,Not Refunded
P0018322,2025-12-23 16:03:30,M00087,C003494,10.75,CAD,0.35,Digital Wallet,Debit,Visa,AU,AU,AU,Mobile,DEV003494,0,0,1,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0010944,2025-12-23 16:07:39,M00040,C000549,86.52,EUR,1.41,Bank Transfer,Not Applicable,Not Applicable,ES,ES,ES,Mobile,DEV000549,0,0,1,0,1,0,Not Attempted,13,Approve,Approved,Not Applicable,0,Not Refunded
P0043261,2025-12-23 16:17:47,M00094,C001590,41.56,GBP,0.78,Bank Transfer,Not Applicable,Not Applicable,CA,CA,CA,Mobile,DEV001590,0,0,1,0,1,0,Not Attempted,28,Approve,Approved,Not Applicable,0,Fully Refunded
P0042016,2025-12-23 16:33:44,M00049,C003983,484.59,CAD,6.98,Card,Credit,Visa,FR,FR,FR,Mobile,NEWDEV499436,1,0,1,0,1,1,Successful,46,Approve,Approved,Not Applicable,0,Not Refunded
P0032329,2025-12-23 16:41:39,M00028,C001511,25.73,AUD,0.56,Card,Debit,Amex,AU,AU,AU,Mobile,NEWDEV469359,1,1,0,0,1,1,Successful,45,Approve,Approved,Not Applicable,0,Fully Refunded
P0011748,2025-12-23 16:53:22,M00065,C008986,56.97,EUR,1.0,Card,Credit,Visa,GB,GB,GB,Desktop,DEV008986,0,1,1,0,1,0,Not Attempted,22,Approve,Approved,Not Applicable,0,Not Refunded
P0042940,2025-12-23 17:00:22,M00042,C006420,67.51,EUR,1.15,Card,Credit,Visa,GB,GB,GB,Mobile,NEWDEV563336,1,0,1,0,1,1,Successful,52,Approve,Approved,Not Applicable,0,Not Refunded
P0030096,2025-12-23 17:00:25,M00049,C005850,387.66,CAD,5.63,Card,Credit,Visa,IT,IT,IT,Mobile,DEV005850,0,1,1,0,1,1,Successful,36,Approve,Approved,Not Applicable,0,Not Refunded
P0030314,2025-12-23 17:01:25,M00079,C005850,146.17,EUR,2.25,Card,Credit,Visa,IT,IT,IT,Mobile,NEWDEV966753,1,1,1,0,2,1,Successful,62,Review,Approved,Not Applicable,0,Not Refunded
P0029586,2025-12-23 17:05:07,M00019,C005730,54.4,EUR,0.96,Card,Debit,Visa,IE,IE,IE,Tablet,DEV005730,0,1,1,0,1,1,Successful,12,Approve,Approved,Not Applicable,0,Partially Refunded
P0012807,2025-12-23 17:09:53,M00070,C008617,61.53,USD,1.06,Card,Debit,Visa,FR,FR,FR,Desktop,DEV008617,0,1,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0008549,2025-12-23 17:12:39,M00048,C004975,27.21,USD,0.58,Digital Wallet,Debit,Visa,FR,FR,ES,Tablet,DEV004975,0,0,1,1,1,1,Successful,57,Approve,Approved,Not Applicable,0,Not Refunded
P0032730,2025-12-23 17:16:37,M00081,C002683,18.13,CAD,0.45,Card,Debit,Visa,GB,GB,GB,Tablet,DEV002683,0,1,1,0,1,1,Successful,17,Approve,Approved,Not Applicable,0,Not Refunded
P0000973,2025-12-23 17:20:15,M00091,C003885,65.55,EUR,1.12,Card,Credit,Visa,IE,DE,DE,Mobile,NEWDEV165781,1,0,1,1,1,1,Successful,70,Review,Approved,Not Applicable,0,Not Refunded
P0029637,2025-12-23 17:22:07,M00028,C005730,31.17,AUD,0.64,Card,Credit,Visa,IE,IE,IE,Mobile,DEV005730,0,1,1,0,2,1,Successful,27,Approve,Approved,Not Applicable,0,Not Refunded
P0045172,2025-12-23 17:22:13,M00016,C002722,34.79,EUR,0.69,Card,Debit,Visa,US,US,US,Mobile,DEV002722,0,0,1,0,1,0,Not Attempted,14,Approve,Approved,Not Applicable,0,Not Refunded
P0035584,2025-12-23 17:24:13,M00060,C007164,88.96,EUR,1.45,Card,Debit,Visa,US,US,US,Mobile,NEWDEV419750,1,0,1,0,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0007592,2025-12-23 17:26:06,M00087,C005342,25.26,CAD,0.55,Card,Debit,Visa,AU,AU,GB,Desktop,DEV005342,0,0,1,1,1,1,Successful,53,Approve,Declined,Issuer Decline,0,Not Refunded
P0042886,2025-12-23 17:27:01,M00036,C006336,95.77,EUR,1.54,Card,Debit,Visa,IE,IE,IE,Mobile,DEV006336,0,0,1,0,1,1,Successful,19,Approve,Approved,Not Applicable,0,Not Refunded
P0034580,2025-12-23 17:36:44,M00087,C006101,14.68,CAD,0.41,Card,Debit,Mastercard,US,IE,IE,Mobile,NEWDEV396394,1,1,1,1,1,1,Successful,79,Review,Approved,Not Applicable,0,Not Refunded
P0047028,2025-12-23 17:38:38,M00069,C005821,511.72,CAD,7.36,Card,Credit,Visa,IE,IE,IE,Mobile,DEV005821,0,0,1,0,1,1,Successful,25,Approve,Approved,Not Applicable,0,Not Refunded
P0040297,2025-12-23 17:43:35,M00053,C009407,15.24,EUR,0.41,Digital Wallet,Debit,Visa,ES,ES,GB,Desktop,DEV009407,0,0,1,1,1,1,Successful,58,Approve,Approved,Not Applicable,0,Not Refunded
P0034294,2025-12-23 17:44:05,M00055,C002517,17.89,GBP,0.45,Card,Debit,Mastercard,IT,FR,FR,Mobile,NEWDEV543512,1,0,1,1,1,1,Failed,37,Approve,Approved,Not Applicable,0,Not Refunded
P0011319,2025-12-23 17:45:09,M00069,C006738,93.28,CAD,1.51,Digital Wallet,Debit,Visa,GB,GB,GB,Desktop,DEV006738,0,0,1,0,1,0,Not Attempted,15,Approve,Approved,Not Applicable,0,Not Refunded
P0037231,2025-12-23 17:48:16,M00081,C002011,36.57,CAD,0.71,Card,Debit,Mastercard,FR,FR,FR,Mobile,NEWDEV187859,1,0,1,0,1,0,Not Attempted,29,Approve,Approved,Not Applicable,0,Not Refunded
P0005446,2025-12-23 17:50:32,M00013,C009185,150.8,EUR,2.31,Card,Debit,Visa,NL,NL,US,Mobile,DEV009185,0,0,1,1,1,1,Successful,51,Approve,Approved,Not Applicable,0,Not Refunded
P0013330,2025-12-23 17:55:14,M00087,C002479,79.33,CAD,1.31,Digital Wallet,Debit,Visa,FR,FR,FR,Mobile,DEV002479,0,0,1,0,1,1,Successful,32,Approve,Approved,Not Applicable,0,Not Refunded
P0014233,2025-12-23 17:59:54,M00016,C005288,18.37,EUR,0.46,Digital Wallet,Debit,Visa,GB,GB,GB,Mobile,DEV005288,0,0,1,0,1,1,Successful,6,Approve,Approved,Not Applicable,0,Fully Refunded
P0019565,2025-12-23 18:08:57,M00081,C003741,21.15,CAD,0.5,Digital Wallet,Debit,Mastercard,NL,NL,NL,Mobile,NEWDEV994140,1,1,1,0,1,1,Failed,29,Approve,Declined,Authentication Failed,0,Not Refunded
P0021727,2025-12-23 18:10:43,M00037,C003698,21.58,EUR,0.5,Bank Transfer,Not Applicable,Not Applicable,CA,CA,CA,Desktop,DEV003698,0,1,1,0,1,0,Not Attempted,29,Approve,Approved,Not Applicable,0,Not Refunded
P0012392,2025-12-23 18:11:42,M00023,C003687,431.46,GBP,6.24,Digital Wallet,Debit,Mastercard,IE,IE,IE,Desktop,NEWDEV528162,1,1,1,0,1,1,Successful,49,Approve,Approved,Not Applicable,0,Not Refunded
P0030239,2025-12-23 18:19:44,M00032,C000172,128.81,GBP,2.0,Card,Debit,Visa,US,US,US,Mobile,DEV000172,0,0,1,0,1,1,Successful,9,Approve,Approved,Not Applicable,0,Not Refunded
P0046739,2025-12-23 18:31:28,M00028,C006281,92.18,AUD,1.49,Card,Credit,Visa,AU,AU,AU,Mobile,DEV006281,0,0,0,0,1,0,Not Attempted,23,Approve,Approved,Not Applicable,0,Not Refunded
P0049199,2025-12-23 18:36:41,M00027,C000471,19.4,AUD,0.47,Card,Credit,Visa,NL,NL,NL,Mobile,DEV000471,0,0,1,0,1,0,Not Attempted,5,Approve,Approved,Not Applicable,0,Not Refunded
P0034601,2025-12-23 18:43:41,M00063,C000725,247.1,AUD,3.66,Card,Debit,Visa,CA,CA,CA,Mobile,DEV000725,0,1,1,0,1,1,Successful,43,Approve,Approved,Not Applicable,0,Not Refunded
P0047291,2025-12-23 18:55:25,M00017,C001838,7.76,AUD,0.31,Card,Debit,Visa,ES,ES,ES,Mobile,DEV001838,0,0,1,0,1,1,Successful,34,Approve,Approved,Not Applicable,0,Not Refunded
P0017839,2025-12-23 18:56:02,M00011,C005127,211.9,EUR,3.17,Card,Debit,Visa,ES,ES,IE,Mobile,DEV005127,0,1,1,1,1,1,Successful,64,Review,Approved,Not Applicable,0,Not Refunded
P0044045,2025-12-23 19:00:31,M00003,C006019,26.77,CAD,0.57,Card,Credit,Visa,NL,NL,NL,Mobile,DEV006019,0,0,1,0,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0045776,2025-12-23 19:17:03,M00023,C003339,1050.31,GBP,14.9,Card,Debit,Visa,NL,NL,NL,Mobile,DEV003339,0,0,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0002418,2025-12-23 19:29:50,M00043,C008414,37.17,USD,0.72,Digital Wallet,Debit,Mastercard,DE,DE,DE,Mobile,DEV008414,0,1,1,0,1,1,Successful,38,Approve,Declined,Issuer Decline,0,Not Refunded
P0021371,2025-12-23 19:34:29,M00036,C009445,90.92,EUR,1.47,Card,Credit,Visa,NL,NL,ES,Mobile,DEV009445,0,0,0,1,1,1,Successful,37,Approve,Approved,Not Applicable,0,Not Refunded
P0014175,2025-12-23 19:35:28,M00023,C009414,404.72,GBP,5.87,Card,Credit,Visa,ES,ES,ES,Mobile,DEV009414,0,0,1,0,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0018724,2025-12-23 19:38:05,M00028,C009128,33.66,AUD,0.67,Card,Credit,Mastercard,GB,GB,GB,Mobile,NEWDEV508894,1,1,1,0,1,1,Successful,51,Approve,Approved,Not Applicable,0,Not Refunded
P0037760,2025-12-23 19:40:08,M00017,C002612,41.01,AUD,0.77,Card,Credit,Mastercard,FR,FR,FR,Desktop,DEV002612,0,0,1,0,1,1,Successful,44,Approve,Approved,Not Applicable,0,Not Refunded
P0024298,2025-12-23 19:43:14,M00036,C003769,275.94,EUR,4.06,Card,Debit,Mastercard,NL,US,US,Mobile,DEV003769,0,1,0,1,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0014386,2025-12-23 19:46:05,M00023,C002924,745.9,GBP,10.64,Card,Debit,Visa,IE,IE,IE,Desktop,DEV002924,0,0,1,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0046956,2025-12-23 19:48:52,M00043,C008327,32.55,USD,0.66,Card,Credit,Mastercard,GB,GB,GB,Mobile,DEV008327,0,0,1,0,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0023069,2025-12-23 19:49:03,M00042,C009564,148.65,EUR,2.28,Card,Debit,Mastercard,NL,NL,NL,Mobile,DEV009564,0,1,1,0,1,1,Successful,37,Approve,Approved,Not Applicable,0,Not Refunded
P0005757,2025-12-23 19:56:16,M00027,C002314,18.46,AUD,0.46,Card,Debit,Mastercard,AU,AU,AU,Desktop,NEWDEV325224,1,0,0,0,1,1,Successful,20,Approve,Approved,Not Applicable,0,Not Refunded
P0037134,2025-12-23 19:59:26,M00007,C001635,1296.24,EUR,18.35,Digital Wallet,Debit,Visa,IT,IT,IT,Desktop,NEWDEV890338,1,1,1,0,1,1,Successful,57,Approve,Approved,Not Applicable,0,Not Refunded
P0002056,2025-12-23 20:05:51,M00037,C007879,15.46,EUR,0.42,Card,Credit,Visa,AU,AU,AU,Desktop,DEV007879,0,1,1,0,1,1,Successful,37,Approve,Approved,Not Applicable,0,Partially Refunded
P0002975,2025-12-23 20:10:05,M00057,C008274,118.0,GBP,1.85,Card,Credit,Mastercard,DE,DE,DE,Mobile,DEV008274,0,0,1,0,1,0,Not Attempted,3,Approve,Approved,Not Applicable,0,Not Refunded
P0014712,2025-12-23 20:13:18,M00007,C005071,368.71,EUR,5.36,Card,Credit,Amex,US,US,US,Mobile,DEV005071,0,0,1,0,1,0,Not Attempted,25,Approve,Approved,Not Applicable,0,Not Refunded
P0009921,2025-12-23 20:16:29,M00096,C004134,24.86,USD,0.55,Card,Credit,Mastercard,FR,FR,FR,Mobile,DEV004134,0,1,1,0,1,1,Successful,45,Approve,Approved,Not Applicable,0,Not Refunded
P0027898,2025-12-23 20:30:04,M00099,C001858,92.17,EUR,1.49,Card,Credit,Amex,ES,ES,ES,Mobile,NEWDEV320356,1,1,1,0,1,1,Failed,60,Review,Declined,Authentication Failed,0,Not Refunded
P0029509,2025-12-23 20:35:52,M00054,C006702,35.48,USD,0.7,Card,Credit,Mastercard,NL,NL,NL,Desktop,DEV006702,0,0,1,0,1,1,Successful,45,Approve,Declined,Invalid Details,0,Not Refunded
P0016571,2025-12-23 20:42:17,M00070,C009756,76.38,USD,1.27,Card,Credit,Visa,IT,IT,IT,Mobile,DEV009756,0,0,1,0,1,1,Successful,13,Approve,Approved,Not Applicable,0,Not Refunded
P0044921,2025-12-23 20:47:22,M00026,C004876,244.88,EUR,3.63,Card,Debit,Visa,ES,ES,ES,Mobile,DEV004876,0,0,0,0,1,1,Failed,36,Approve,Approved,Not Applicable,0,Not Refunded
P0040103,2025-12-23 20:49:02,M00036,C004395,108.17,EUR,1.71,Card,Credit,Mastercard,FR,FR,FR,Desktop,DEV004395,0,0,1,0,1,1,Successful,13,Approve,Approved,Not Applicable,0,Not Refunded
P0048693,2025-12-23 20:52:04,M00007,C002601,347.4,EUR,5.06,Card,Debit,Amex,FR,FR,FR,Desktop,DEV002601,0,0,0,0,1,0,Not Attempted,19,Approve,Approved,Not Applicable,0,Not Refunded
P0012376,2025-12-23 21:03:18,M00091,C002133,40.37,EUR,0.77,Card,Debit,Mastercard,ES,ES,ES,Desktop,DEV002133,0,0,0,0,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0041581,2025-12-23 21:10:47,M00094,C002982,11.55,GBP,0.36,Digital Wallet,Debit,Visa,ES,ES,ES,Tablet,DEV002982,0,0,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0030799,2025-12-23 21:14:26,M00007,C007160,929.67,EUR,13.22,Card,Credit,Mastercard,ES,ES,ES,Mobile,DEV007160,0,0,1,0,1,1,Successful,38,Approve,Approved,Not Applicable,0,Not Refunded
P0007452,2025-12-23 21:15:08,M00065,C003107,108.58,EUR,1.72,Card,Debit,Mastercard,ES,ES,ES,Tablet,DEV003107,0,0,1,0,1,0,Not Attempted,16,Approve,Approved,Not Applicable,0,Not Refunded
P0025180,2025-12-23 21:16:10,M00081,C001174,17.13,CAD,0.44,Digital Wallet,Debit,Mastercard,AU,AU,AU,Mobile,DEV001174,0,0,1,0,1,1,Successful,15,Approve,Approved,Not Applicable,0,Not Refunded
P0022008,2025-12-23 21:20:42,M00048,C008442,27.58,USD,0.59,Card,Debit,Visa,ES,ES,ES,Mobile,DEV008442,0,0,1,0,1,1,Successful,21,Approve,Approved,Not Applicable,0,Not Refunded
P0029934,2025-12-23 21:21:49,M00078,C005609,115.77,AUD,1.82,Card,Debit,Mastercard,DE,DE,DE,Mobile,DEV005609,0,0,1,0,1,1,Successful,35,Approve,Approved,Not Applicable,0,Not Refunded
P0044077,2025-12-23 21:25:38,M00062,C000538,14.65,AUD,0.41,Card,Debit,Visa,NL,NL,NL,Desktop,DEV000538,0,0,1,0,1,1,Successful,36,Approve,Approved,Not Applicable,0,Fully Refunded
P0048584,2025-12-23 21:29:47,M00030,C008535,159.64,EUR,2.43,Bank Transfer,Not Applicable,Not Applicable,GB,GB,GB,Desktop,NEWDEV267319,1,1,1,0,1,0,Not Attempted,33,Approve,Approved,Not Applicable,0,Not Refunded
P0014675,2025-12-23 21:36:45,M00048,C007665,45.5,USD,0.84,Card,Debit,Mastercard,CA,CA,CA,Mobile,DEV007665,0,1,1,0,1,1,Successful,32,Approve,Approved,Not Applicable,0,Not Refunded
P0017881,2025-12-23 21:43:38,M00068,C008638,872.24,GBP,12.41,Card,Debit,Visa,NL,NL,NL,Desktop,DEV008638,0,0,1,0,1,0,Not Attempted,28,Approve,Approved,Not Applicable,0,Not Refunded
P0047616,2025-12-23 21:49:40,M00064,C008586,479.59,EUR,6.91,Digital Wallet,Credit,Mastercard,NL,US,US,Mobile,DEV008586,0,0,1,1,1,1,Successful,55,Approve,Approved,Not Applicable,0,Not Refunded
P0001554,2025-12-23 22:10:34,M00010,C001202,151.78,EUR,2.32,Card,Debit,Visa,AU,AU,AU,Mobile,NEWDEV470772,1,1,1,0,1,1,Successful,27,Approve,Approved,Not Applicable,0,Not Refunded
P0032970,2025-12-23 22:14:18,M00011,C006930,145.39,EUR,2.24,Card,Debit,Mastercard,IE,IE,IE,Mobile,NEWDEV582565,1,1,0,0,1,1,Successful,49,Approve,Approved,Not Applicable,0,Not Refunded
P0017750,2025-12-23 22:14:45,M00061,C007879,641.91,USD,9.19,Card,Credit,Visa,AU,AU,AU,Desktop,DEV007879,0,1,1,0,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0047666,2025-12-23 22:25:40,M00026,C008586,152.0,EUR,2.33,Card,Credit,Visa,US,US,US,Desktop,DEV008586,0,0,1,0,2,1,Successful,38,Approve,Approved,Not Applicable,0,Not Refunded
P0040966,2025-12-23 22:34:11,M00085,C004821,72.8,AUD,1.22,Digital Wallet,Debit,Visa,US,US,US,Tablet,DEV004821,0,0,1,0,1,1,Successful,15,Approve,Approved,Not Applicable,0,Not Refunded
P0019285,2025-12-23 22:35:48,M00006,C006712,37.6,AUD,0.73,Card,Credit,Mastercard,ES,ES,ES,Desktop,NEWDEV890560,1,1,1,0,1,1,Successful,45,Approve,Approved,Not Applicable,0,Not Refunded
P0001312,2025-12-23 22:35:50,M00095,C003045,160.49,GBP,2.45,Card,Credit,Mastercard,US,US,IT,Desktop,DEV003045,0,0,1,1,1,1,Successful,53,Approve,Approved,Not Applicable,0,Not Refunded
P0026582,2025-12-23 22:38:16,M00050,C000536,281.5,AUD,4.14,Card,Credit,Visa,ES,ES,ES,Mobile,DEV000536,0,1,1,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0047674,2025-12-23 22:39:00,M00023,C003772,727.81,GBP,10.39,Card,Debit,Visa,NL,NL,NL,Mobile,DEV003772,0,0,1,0,1,1,Successful,37,Approve,Approved,Not Applicable,0,Not Refunded
P0026533,2025-12-23 22:42:04,M00081,C006828,24.1,CAD,0.54,Card,Credit,Mastercard,IE,IE,IE,Mobile,DEV006828,0,0,1,0,1,0,Not Attempted,7,Approve,Approved,Not Applicable,0,Not Refunded
P0046402,2025-12-23 22:42:29,M00087,C004875,25.77,CAD,0.56,Digital Wallet,Debit,Visa,AU,AU,AU,Mobile,DEV004875,0,1,1,0,1,1,Successful,42,Approve,Approved,Not Applicable,0,Not Refunded
P0005454,2025-12-23 22:48:45,M00023,C000492,718.91,GBP,10.26,Digital Wallet,Credit,Mastercard,NL,AU,AU,Desktop,DEV000492,0,0,1,1,1,1,Successful,50,Approve,Approved,Not Applicable,0,Not Refunded
P0011889,2025-12-23 22:49:51,M00094,C000034,11.72,GBP,0.36,Card,Debit,Visa,ES,ES,ES,Mobile,DEV000034,0,0,1,0,1,0,Not Attempted,26,Approve,Approved,Not Applicable,0,Not Refunded
